,heur,n_filmes,n_categorias,tempo_ex,n_assistidos,tempo_tela,media
0,aleat,8545,14,0.05177676200401038,12,24,2.0
0,aleat,8545,15,0.0553854739991948,11,26,2.36364
0,aleat,8545,16,0.05370258295442909,11,24,2.18182
0,aleat,8545,17,0.052891224971972406,13,24,1.84615
0,aleat,8545,18,0.057019260013476014,10,26,2.6
0,aleat,8545,19,0.05588181997882202,11,26,2.36364
0,aleat,8545,20,0.05474396300269291,10,25,2.5
0,aleat,8550,1,0.032087834959384054,1,0,0.0
0,aleat,8550,2,0.03913880098843947,3,9,3.0
0,aleat,8550,3,0.05540468904655427,5,21,4.2
0,aleat,8550,4,0.04710143100237474,6,20,3.33333
0,aleat,8550,5,0.05600934196263552,10,25,2.5
0,aleat,8550,6,0.05073996901046485,7,22,3.14286
0,aleat,8550,7,0.05703108198940754,12,27,2.25
0,aleat,8550,8,0.0518711709883064,12,24,2.0
0,aleat,8550,9,0.05159762199036777,12,24,2.0
0,aleat,8550,10,0.05471333704190329,9,25,2.77778
0,aleat,8550,11,0.05854335700860247,9,27,3.0
0,aleat,8550,12,0.05513725196942687,12,25,2.08333
0,aleat,8550,13,0.05498989002080634,10,26,2.6
0,aleat,8550,14,0.0515328089823015,9,22,2.44444
0,aleat,8550,15,0.055026495014317334,9,25,2.77778
0,aleat,8550,16,0.052738549013156444,8,24,3.0
0,aleat,8550,17,0.05717081902548671,12,26,2.16667
0,aleat,8550,18,0.05080061900662258,10,23,2.3
0,aleat,8550,19,0.05314336298033595,12,24,2.0
0,aleat,8550,20,0.052392296958714724,11,24,2.18182
0,aleat,8555,1,0.03218954702606425,1,1,1.0
0,aleat,8555,2,0.035605343990027905,2,3,1.5
0,aleat,8555,3,0.04207893699640408,5,14,2.8
0,aleat,8555,4,0.05693613801850006,11,26,2.36364
0,aleat,8555,5,0.05796894297236577,10,27,2.7
0,aleat,8555,6,0.05099694401724264,10,23,2.3
0,aleat,8555,7,0.051667307037860155,10,23,2.3
0,aleat,8555,8,0.05603470798814669,11,26,2.36364
0,aleat,8555,9,0.05821997002931312,10,26,2.6
0,aleat,8555,10,0.055435514950659126,11,25,2.27273
0,aleat,8555,11,0.05077279097167775,14,22,1.57143
0,aleat,8555,12,0.05328535399166867,11,24,2.18182
0,aleat,8555,13,0.05374045198550448,8,24,3.0
0,aleat,8555,14,0.056024240038823336,12,26,2.16667
0,aleat,8555,15,0.0527940999600105,12,23,1.91667
0,aleat,8555,16,0.05712720402516425,11,26,2.36364
0,aleat,8555,17,0.06027265399461612,10,26,2.6
0,aleat,8555,18,0.057198307011276484,11,25,2.27273
0,aleat,8555,19,0.05336535698734224,9,24,2.66667
0,aleat,8555,20,0.05410514899995178,10,25,2.5
0,aleat,8560,1,0.032272234035190195,1,1,1.0
0,aleat,8560,2,0.03849467897089198,3,7,2.33333
0,aleat,8560,3,0.05054181400919333,9,23,2.55556
0,aleat,8560,4,0.05369628098560497,8,24,3.0
0,aleat,8560,5,0.05025210598250851,10,23,2.3
0,aleat,8560,6,0.0521564909722656,9,23,2.55556
0,aleat,8560,7,0.05932627699803561,13,27,2.07692
0,aleat,8560,8,0.05675098497886211,14,27,1.92857
0,aleat,8560,9,0.05461267998907715,13,26,2.0
0,aleat,8560,10,0.058708766009658575,9,28,3.11111
0,aleat,8560,11,0.05402712000068277,9,24,2.66667
0,aleat,8560,12,0.05936268001096323,10,27,2.7
0,aleat,8560,13,0.0533607589895837,10,24,2.4
0,aleat,8560,14,0.05513846199028194,12,24,2.0
0,aleat,8560,15,0.05343864596216008,11,25,2.27273
0,aleat,8560,16,0.05600879801204428,10,26,2.6
0,aleat,8560,17,0.059626365022268146,10,29,2.9
0,aleat,8560,18,0.052287536032963544,10,24,2.4
0,aleat,8560,19,0.054643440002109855,12,26,2.16667
0,aleat,8560,20,0.05421683099120855,9,24,2.66667
0,aleat,8565,1,0.03275738900993019,1,1,1.0
0,aleat,8565,2,0.04045564495027065,3,9,3.0
0,aleat,8565,3,0.041772530996240675,4,10,2.5
0,aleat,8565,4,0.05362095998134464,8,25,3.125
0,aleat,8565,5,0.054514278017450124,10,25,2.5
0,aleat,8565,6,0.05303533503320068,9,24,2.66667
0,aleat,8565,7,0.05440306302625686,9,25,2.77778
0,aleat,8565,8,0.052300528972409666,11,23,2.09091
0,aleat,8565,9,0.05809868703363463,9,27,3.0
0,aleat,8565,10,0.05836244102101773,12,26,2.16667
0,aleat,8565,11,0.05843477201415226,11,27,2.45455
0,aleat,8565,12,0.053558260027784854,8,24,3.0
0,aleat,8565,13,0.0553629599744454,9,26,2.88889
0,aleat,8565,14,0.0549615120398812,11,26,2.36364
0,aleat,8565,15,0.05607917596353218,10,24,2.4
0,aleat,8565,16,0.05693629500456154,12,25,2.08333
0,aleat,8565,17,0.05105274001834914,10,23,2.3
0,aleat,8565,18,0.05784071597736329,11,28,2.54545
0,aleat,8565,19,0.054650239006150514,10,25,2.5
0,aleat,8565,20,0.05677413800731301,12,27,2.25
0,aleat,8570,1,0.03422147099627182,1,1,1.0
0,aleat,8570,2,0.034645164967514575,2,2,1.0
0,aleat,8570,3,0.046060632972512394,5,16,3.2
0,aleat,8570,4,0.04628260398749262,7,18,2.57143
0,aleat,8570,5,0.05208176001906395,10,21,2.1
0,aleat,8570,6,0.05152609496144578,10,21,2.1
0,aleat,8570,7,0.05317257600836456,11,25,2.27273
0,aleat,8570,8,0.062135614978615195,11,28,2.54545
0,aleat,8570,9,0.05515358201228082,10,24,2.4
0,aleat,8570,10,0.055437105998862535,9,25,2.77778
0,aleat,8570,11,0.05460279603721574,9,24,2.66667
0,aleat,8570,12,0.050350181001704186,14,24,1.71429
0,aleat,8570,13,0.05221755203092471,11,23,2.09091
0,aleat,8570,14,0.05497145396657288,11,26,2.36364
0,aleat,8570,15,0.054469028022140265,10,23,2.3
0,aleat,8570,16,0.054009629995562136,11,25,2.27273
0,aleat,8570,17,0.05414270400069654,7,23,3.28571
0,aleat,8570,18,0.05103746597887948,11,23,2.09091
0,aleat,8570,19,0.058831578004173934,12,28,2.33333
0,aleat,8570,20,0.05879318597726524,11,27,2.45455
0,aleat,8575,1,0.03282888699322939,1,1,1.0
0,aleat,8575,2,0.03727670799707994,3,6,2.0
0,aleat,8575,3,0.04068465600721538,3,7,2.33333
0,aleat,8575,4,0.053679006989113986,10,24,2.4
0,aleat,8575,5,0.05324953398667276,12,24,2.0
0,aleat,8575,6,0.05797754100058228,10,26,2.6
0,aleat,8575,7,0.057481552998069674,11,27,2.45455
0,aleat,8575,8,0.052859667979646474,11,23,2.09091
0,aleat,8575,9,0.05481824395246804,11,24,2.18182
0,aleat,8575,10,0.053590550960507244,9,25,2.77778
0,aleat,8575,11,0.05169398698490113,10,23,2.3
0,aleat,8575,12,0.0544657229911536,12,24,2.0
0,aleat,8575,13,0.05306424095761031,10,25,2.5
0,aleat,8575,14,0.05388733500149101,9,24,2.66667
0,aleat,8575,15,0.055286303046159446,12,26,2.16667
0,aleat,8575,16,0.050126228015869856,10,23,2.3
0,aleat,8575,17,0.05532926903106272,11,25,2.27273
0,aleat,8575,18,0.05864917696453631,13,29,2.23077
0,aleat,8575,19,0.05514455999946222,11,25,2.27273
0,aleat,8575,20,0.054561691998969764,12,25,2.08333
0,aleat,8580,1,0.03250434098299593,1,1,1.0
0,aleat,8580,2,0.0346147230011411,2,2,1.0
0,aleat,8580,3,0.052948249969631433,7,22,3.14286
0,aleat,8580,4,0.05574141803663224,8,26,3.25
0,aleat,8580,5,0.05553705501370132,10,26,2.6
0,aleat,8580,6,0.058959563029929996,10,29,2.9
0,aleat,8580,7,0.05136334494454786,9,22,2.44444
0,aleat,8580,8,0.055108862987253815,11,26,2.36364
0,aleat,8580,9,0.053043347026687115,9,24,2.66667
0,aleat,8580,10,0.05407936195842922,12,25,2.08333
0,aleat,8580,11,0.05295627302257344,11,25,2.27273
0,aleat,8580,12,0.05882679298520088,10,29,2.9
0,aleat,8580,13,0.05157997604692355,12,24,2.0
0,aleat,8580,14,0.057469660008791834,11,27,2.45455
0,aleat,8580,15,0.05561179301002994,10,26,2.6
0,aleat,8580,16,0.055538179993163794,9,26,2.88889
0,aleat,8580,17,0.057369726011529565,9,25,2.77778
0,aleat,8580,18,0.055327166977804154,10,26,2.6
0,aleat,8580,19,0.054872614971827716,12,24,2.0
0,aleat,8580,20,0.0558469410170801,10,26,2.6
0,aleat,8585,1,0.032242253015283495,1,0,0.0
0,aleat,8585,2,0.03933887497987598,3,7,2.33333
0,aleat,8585,3,0.05093963898252696,7,19,2.71429
0,aleat,8585,4,0.05113802303094417,8,22,2.75
0,aleat,8585,5,0.05275400402024388,8,24,3.0
0,aleat,8585,6,0.05341481097275391,11,24,2.18182
0,aleat,8585,7,0.052865372970700264,11,24,2.18182
0,aleat,8585,8,0.05613492801785469,10,25,2.5
0,aleat,8585,9,0.05713707598624751,10,26,2.6
0,aleat,8585,10,0.054174221004359424,7,24,3.42857
0,aleat,8585,11,0.05792085797293112,9,26,2.88889
0,aleat,8585,12,0.05863975698594004,11,26,2.36364
0,aleat,8585,13,0.05461862898664549,13,25,1.92308
0,aleat,8585,14,0.054387789976317436,9,25,2.77778
0,aleat,8585,15,0.054711692966520786,10,25,2.5
0,aleat,8585,16,0.057764567027334124,10,27,2.7
0,aleat,8585,17,0.05478463799227029,10,25,2.5
0,aleat,8585,18,0.056989367003552616,10,26,2.6
0,aleat,8585,19,0.05675768799846992,10,26,2.6
0,aleat,8585,20,0.056795698998030275,10,26,2.6
0,aleat,8590,1,0.03265233599813655,1,1,1.0
0,aleat,8590,2,0.04949353699339554,4,17,4.25
0,aleat,8590,3,0.04952829302055761,6,17,2.83333
0,aleat,8590,4,0.05877194297499955,10,22,2.2
0,aleat,8590,5,0.052830510947387666,9,23,2.55556
0,aleat,8590,6,0.055160272982902825,9,25,2.77778
0,aleat,8590,7,0.05421897902851924,10,24,2.4
0,aleat,8590,8,0.05638481996720657,11,26,2.36364
0,aleat,8590,9,0.0576326449518092,9,25,2.77778
0,aleat,8590,10,0.053722111973911524,8,22,2.75
0,aleat,8590,11,0.04978478298289701,10,23,2.3
0,aleat,8590,12,0.05307574098696932,10,23,2.3
0,aleat,8590,13,0.05691952595952898,9,25,2.77778
0,aleat,8590,14,0.055274226993788034,10,26,2.6
0,aleat,8590,15,0.05449948401656002,11,25,2.27273
0,aleat,8590,16,0.05156387196620926,9,23,2.55556
0,aleat,8590,17,0.05727330403169617,12,27,2.25
0,aleat,8590,18,0.054405294999014586,9,24,2.66667
0,aleat,8590,19,0.05181499198079109,8,24,3.0
0,aleat,8590,20,0.05085448099998757,12,24,2.0
0,aleat,8595,1,0.032698921975679696,1,1,1.0
0,aleat,8595,2,0.04358213604427874,4,12,3.0
0,aleat,8595,3,0.05061307403957471,9,22,2.44444
0,aleat,8595,4,0.050566188991069794,7,21,3.0
0,aleat,8595,5,0.05234972102334723,7,24,3.42857
0,aleat,8595,6,0.054509266978129745,10,25,2.5
0,aleat,8595,7,0.05416298896307126,11,24,2.18182
0,aleat,8595,8,0.05512594897300005,11,26,2.36364
0,aleat,8595,9,0.05344268202316016,10,24,2.4
0,aleat,8595,10,0.05855025595519692,11,25,2.27273
0,aleat,8595,11,0.06006750097731128,9,27,3.0
0,aleat,8595,12,0.05253379000350833,11,24,2.18182
0,aleat,8595,13,0.05694663099711761,10,26,2.6
0,aleat,8595,14,0.05552343698218465,8,25,3.125
0,aleat,8595,15,0.0595496500027366,12,27,2.25
0,aleat,8595,16,0.0585173069848679,10,27,2.7
0,aleat,8595,17,0.063400674960576,10,29,2.9
0,aleat,8595,18,0.05603522900491953,11,26,2.36364
0,aleat,8595,19,0.05302914802450687,11,21,1.90909
0,aleat,8595,20,0.05782313598319888,11,27,2.45455
0,aleat,8600,1,0.03216928499750793,1,1,1.0
0,aleat,8600,2,0.03914223302854225,3,5,1.66667
0,aleat,8600,3,0.051609382033348083,7,22,3.14286
0,aleat,8600,4,0.04523129103472456,6,15,2.5
0,aleat,8600,5,0.05445674998918548,10,24,2.4
0,aleat,8600,6,0.049894594005309045,11,22,2.0
0,aleat,8600,7,0.05194621597183868,10,24,2.4
0,aleat,8600,8,0.05681475403252989,11,26,2.36364
0,aleat,8600,9,0.05709009000565857,12,28,2.33333
0,aleat,8600,10,0.056989111995790154,12,26,2.16667
0,aleat,8600,11,0.055470102990511805,12,25,2.08333
0,aleat,8600,12,0.062067506019957364,11,29,2.63636
0,aleat,8600,13,0.05486285104416311,11,24,2.18182
0,aleat,8600,14,0.05277106701396406,10,24,2.4
0,aleat,8600,15,0.055140697048045695,11,23,2.09091
0,aleat,8600,16,0.05953693395713344,10,27,2.7
0,aleat,8600,17,0.056236376985907555,13,24,1.84615
0,aleat,8600,18,0.05559270997764543,12,26,2.16667
0,aleat,8600,19,0.052835176000371575,10,24,2.4
0,aleat,8600,20,0.0565466049592942,12,27,2.25
0,aleat,8605,1,0.032909335976000875,1,0,0.0
0,aleat,8605,2,0.04226956301135942,3,11,3.66667
0,aleat,8605,3,0.04237158101750538,4,13,3.25
0,aleat,8605,4,0.05639468698063865,11,26,2.36364
0,aleat,8605,5,0.057778242975473404,10,26,2.6
0,aleat,8605,6,0.05569163302425295,12,25,2.08333
0,aleat,8605,7,0.051449530001264066,12,22,1.83333
0,aleat,8605,8,0.05592587398132309,13,26,2.0
0,aleat,8605,9,0.054991330951452255,11,26,2.36364
0,aleat,8605,10,0.054764713044278324,11,25,2.27273
0,aleat,8605,11,0.056032445980235934,13,27,2.07692
0,aleat,8605,12,0.053971526969689876,8,25,3.125
0,aleat,8605,13,0.05766373104415834,11,27,2.45455
0,aleat,8605,14,0.052355507970787585,12,24,2.0
0,aleat,8605,15,0.05761315900599584,9,27,3.0
0,aleat,8605,16,0.056450627045705914,10,25,2.5
0,aleat,8605,17,0.050933121994603425,10,23,2.3
0,aleat,8605,18,0.054507312015630305,9,22,2.44444
0,aleat,8605,19,0.053383968013804406,10,24,2.4
0,aleat,8605,20,0.06056183797772974,11,28,2.54545
0,aleat,8610,1,0.03217739798128605,1,1,1.0
0,aleat,8610,2,0.03800534800393507,3,6,2.0
0,aleat,8610,3,0.04185386502649635,4,12,3.0
0,aleat,8610,4,0.055281736014876515,11,25,2.27273
0,aleat,8610,5,0.057043753971811384,10,26,2.6
0,aleat,8610,6,0.054606611956842244,12,24,2.0
0,aleat,8610,7,0.05343073297990486,11,25,2.27273
0,aleat,8610,8,0.052982330962549895,10,23,2.3
0,aleat,8610,9,0.05697639100253582,10,26,2.6
0,aleat,8610,10,0.053316446021199226,11,23,2.09091
0,aleat,8610,11,0.056764104985632,11,25,2.27273
0,aleat,8610,12,0.051576267986092716,12,24,2.0
0,aleat,8610,13,0.056900078954640776,11,25,2.27273
0,aleat,8610,14,0.05510201898869127,8,24,3.0
0,aleat,8610,15,0.05763359199045226,9,27,3.0
0,aleat,8610,16,0.05601503804791719,8,26,3.25
0,aleat,8610,17,0.05889529804699123,13,27,2.07692
0,aleat,8610,18,0.053157269954681396,9,24,2.66667
0,aleat,8610,19,0.056816482974682,13,25,1.92308
0,aleat,8610,20,0.0568769890232943,10,25,2.5
0,aleat,8615,1,0.03240296401781961,1,1,1.0
0,aleat,8615,2,0.03375744301592931,2,1,0.5
0,aleat,8615,3,0.044478284020442516,4,11,2.75
0,aleat,8615,4,0.05660116800572723,9,26,2.88889
0,aleat,8615,5,0.0600312480237335,12,27,2.25
0,aleat,8615,6,0.0567873579566367,11,27,2.45455
0,aleat,8615,7,0.0562226390466094,14,25,1.78571
0,aleat,8615,8,0.058342247968539596,11,25,2.27273
0,aleat,8615,9,0.05514599505113438,13,26,2.0
0,aleat,8615,10,0.05544127698522061,9,25,2.77778
0,aleat,8615,11,0.054517762968316674,9,25,2.77778
0,aleat,8615,12,0.053876993944868445,9,25,2.77778
0,aleat,8615,13,0.05812023900216445,10,27,2.7
0,aleat,8615,14,0.05581099697155878,10,25,2.5
0,aleat,8615,15,0.05031800799770281,14,24,1.71429
0,aleat,8615,16,0.05204474297352135,12,23,1.91667
0,aleat,8615,17,0.0570562370121479,12,27,2.25
0,aleat,8615,18,0.05546862201299518,11,25,2.27273
0,aleat,8615,19,0.053399827040266246,10,25,2.5
0,aleat,8615,20,0.0586364459595643,12,26,2.16667
0,aleat,8620,1,0.03283802099758759,1,1,1.0
0,aleat,8620,2,0.03694535401882604,3,7,2.33333
0,aleat,8620,3,0.045726454991381615,7,16,2.28571
0,aleat,8620,4,0.056476334983017296,11,27,2.45455
0,aleat,8620,5,0.052818917960394174,10,24,2.4
0,aleat,8620,6,0.05511158495210111,11,24,2.18182
0,aleat,8620,7,0.051608257985208184,9,23,2.55556
0,aleat,8620,8,0.05145515798358247,10,23,2.3
0,aleat,8620,9,0.058311448025051504,10,27,2.7
0,aleat,8620,10,0.05412329803220928,10,24,2.4
0,aleat,8620,11,0.05662468197988346,10,27,2.7
0,aleat,8620,12,0.05928137700539082,7,26,3.71429
0,aleat,8620,13,0.057780868955887854,10,26,2.6
0,aleat,8620,14,0.05647393799154088,9,26,2.88889
0,aleat,8620,15,0.05596510402392596,11,26,2.36364
0,aleat,8620,16,0.05368218797957525,11,24,2.18182
0,aleat,8620,17,0.05288301897235215,11,24,2.18182
0,aleat,8620,18,0.0524901450262405,9,23,2.55556
0,aleat,8620,19,0.05543521698564291,11,26,2.36364
0,aleat,8620,20,0.057356817997060716,12,24,2.0
0,aleat,8625,1,0.033098713029176,1,1,1.0
0,aleat,8625,2,0.037212099006865174,2,6,3.0
0,aleat,8625,3,0.057517406006809324,7,26,3.71429
0,aleat,8625,4,0.05899773497367278,9,26,2.88889
0,aleat,8625,5,0.0553911030292511,12,26,2.16667
0,aleat,8625,6,0.0553936279611662,11,26,2.36364
0,aleat,8625,7,0.05938884196802974,10,28,2.8
0,aleat,8625,8,0.05286171298939735,9,24,2.66667
0,aleat,8625,9,0.05392852798104286,11,25,2.27273
0,aleat,8625,10,0.0534406480146572,9,25,2.77778
0,aleat,8625,11,0.0559709690278396,9,26,2.88889
0,aleat,8625,12,0.05791776301339269,10,26,2.6
0,aleat,8625,13,0.056557034025900066,10,26,2.6
0,aleat,8625,14,0.0544444450060837,11,25,2.27273
0,aleat,8625,15,0.05437911703484133,11,26,2.36364
0,aleat,8625,16,0.05688722903141752,10,26,2.6
0,aleat,8625,17,0.05660800798796117,13,26,2.0
0,aleat,8625,18,0.05929947103140876,13,27,2.07692
0,aleat,8625,19,0.05628886097110808,12,25,2.08333
0,aleat,8625,20,0.05558389500947669,13,25,1.92308
0,aleat,8630,1,0.03368811000837013,1,1,1.0
0,aleat,8630,2,0.038583472021855414,2,6,3.0
0,aleat,8630,3,0.05100789200514555,7,17,2.42857
0,aleat,8630,4,0.041465427028015256,6,11,1.83333
0,aleat,8630,5,0.05034113401779905,9,21,2.33333
0,aleat,8630,6,0.052206463005859405,11,24,2.18182
0,aleat,8630,7,0.053233199985697865,10,24,2.4
0,aleat,8630,8,0.05733612598851323,9,24,2.66667
0,aleat,8630,9,0.0534729509963654,10,25,2.5
0,aleat,8630,10,0.05450474098324776,8,24,3.0
0,aleat,8630,11,0.05440590396756306,9,25,2.77778
0,aleat,8630,12,0.054804079001769423,10,26,2.6
0,aleat,8630,13,0.057128169981297106,11,27,2.45455
0,aleat,8630,14,0.05870847002370283,10,26,2.6
0,aleat,8630,15,0.053677749005146325,10,24,2.4
0,aleat,8630,16,0.05234746600035578,11,24,2.18182
0,aleat,8630,17,0.056520554004237056,12,25,2.08333
0,aleat,8630,18,0.06221265799831599,10,28,2.8
0,aleat,8630,19,0.05397207901114598,10,25,2.5
0,aleat,8630,20,0.05353019101312384,12,25,2.08333
0,aleat,8635,1,0.0333575329859741,1,1,1.0
0,aleat,8635,2,0.034068743989337236,2,2,1.0
0,aleat,8635,3,0.04232879896881059,4,11,2.75
0,aleat,8635,4,0.05135658197104931,10,23,2.3
0,aleat,8635,5,0.048219196032732725,9,19,2.11111
0,aleat,8635,6,0.0534321489976719,11,24,2.18182
0,aleat,8635,7,0.05816743499599397,9,27,3.0
0,aleat,8635,8,0.055884837987832725,10,24,2.4
0,aleat,8635,9,0.05679645802592859,8,25,3.125
0,aleat,8635,10,0.057358382968232036,11,27,2.45455
0,aleat,8635,11,0.05472701898543164,13,25,1.92308
0,aleat,8635,12,0.054304103017784655,11,24,2.18182
0,aleat,8635,13,0.052558357012458146,9,23,2.55556
0,aleat,8635,14,0.051379822951275855,10,23,2.3
0,aleat,8635,15,0.05761662597069517,11,27,2.45455
0,aleat,8635,16,0.05413036298705265,9,24,2.66667
0,aleat,8635,17,0.0555838699801825,11,25,2.27273
0,aleat,8635,18,0.05384625704027712,10,23,2.3
0,aleat,8635,19,0.053205884993076324,12,22,1.83333
0,aleat,8635,20,0.0567805630271323,10,27,2.7
0,aleat,8640,1,0.03244173800339922,1,1,1.0
0,aleat,8640,2,0.037818762997630984,3,6,2.0
0,aleat,8640,3,0.03849376697326079,3,7,2.33333
0,aleat,8640,4,0.0490436379914172,8,19,2.375
0,aleat,8640,5,0.055173680011648685,11,26,2.36364
0,aleat,8640,6,0.05963088804855943,10,28,2.8
0,aleat,8640,7,0.05739149998407811,10,26,2.6
0,aleat,8640,8,0.054490507987793535,10,26,2.6
0,aleat,8640,9,0.05506879498716444,13,26,2.0
0,aleat,8640,10,0.05683208996197209,8,25,3.125
0,aleat,8640,11,0.058279071003198624,13,25,1.92308
0,aleat,8640,12,0.054753458010964096,9,24,2.66667
0,aleat,8640,13,0.05841885803965852,10,26,2.6
0,aleat,8640,14,0.05255486402893439,8,24,3.0
0,aleat,8640,15,0.05550192401278764,11,25,2.27273
0,aleat,8640,16,0.05216859397478402,9,23,2.55556
0,aleat,8640,17,0.0539222169900313,13,24,1.84615
0,aleat,8640,18,0.05770570202730596,11,27,2.45455
0,aleat,8640,19,0.05308169295312837,9,25,2.77778
0,aleat,8640,20,0.05365432001417503,10,24,2.4
0,aleat,8645,1,0.03252943098777905,1,1,1.0
0,aleat,8645,2,0.040005369985010475,3,7,2.33333
0,aleat,8645,3,0.040793574997223914,4,8,2.0
0,aleat,8645,4,0.048223992984276265,8,21,2.625
0,aleat,8645,5,0.05701029399642721,11,27,2.45455
0,aleat,8645,6,0.05254428501939401,10,24,2.4
0,aleat,8645,7,0.05741836002562195,10,26,2.6
0,aleat,8645,8,0.05788950197165832,9,26,2.88889
0,aleat,8645,9,0.056408762000501156,13,27,2.07692
0,aleat,8645,10,0.057527582976035774,11,27,2.45455
0,aleat,8645,11,0.05677545000799,8,26,3.25
0,aleat,8645,12,0.05447701597586274,11,25,2.27273
0,aleat,8645,13,0.0551993339904584,11,24,2.18182
0,aleat,8645,14,0.05112220498267561,8,23,2.875
0,aleat,8645,15,0.05390149698359892,14,24,1.71429
0,aleat,8645,16,0.05662153795128688,11,24,2.18182
0,aleat,8645,17,0.05258484999649227,9,23,2.55556
0,aleat,8645,18,0.05906765098916367,11,28,2.54545
0,aleat,8645,19,0.05764088896103203,11,25,2.27273
0,aleat,8645,20,0.054183286032639444,13,24,1.84615
0,aleat,8650,1,0.03578643099172041,1,1,1.0
0,aleat,8650,2,0.042057580954860896,4,9,2.25
0,aleat,8650,3,0.049921786005143076,7,19,2.71429
0,aleat,8650,4,0.05555451998952776,8,26,3.25
0,aleat,8650,5,0.05030869098845869,12,22,1.83333
0,aleat,8650,6,0.05645658902358264,9,25,2.77778
0,aleat,8650,7,0.05299961304990575,10,23,2.3
0,aleat,8650,8,0.053694906004238874,10,25,2.5
0,aleat,8650,9,0.054963656002655625,12,26,2.16667
0,aleat,8650,10,0.05463151296135038,8,25,3.125
0,aleat,8650,11,0.054771097959019244,12,24,2.0
0,aleat,8650,12,0.057111096975859255,13,27,2.07692
0,aleat,8650,13,0.05840250197798014,10,28,2.8
0,aleat,8650,14,0.05803597497288138,12,27,2.25
0,aleat,8650,15,0.05238166201161221,11,24,2.18182
0,aleat,8650,16,0.055787994991987944,10,25,2.5
0,aleat,8650,17,0.05281582602765411,10,24,2.4
0,aleat,8650,18,0.05406575201777741,9,24,2.66667
0,aleat,8650,19,0.05530373496003449,10,25,2.5
0,aleat,8650,20,0.054462199041154236,12,24,2.0
0,aleat,8655,1,0.03175410599214956,1,1,1.0
0,aleat,8655,2,0.03738208196591586,3,6,2.0
0,aleat,8655,3,0.04771445598453283,7,18,2.57143
0,aleat,8655,4,0.051429531013127416,11,23,2.09091
0,aleat,8655,5,0.05660969397285953,8,26,3.25
0,aleat,8655,6,0.052169086993671954,10,23,2.3
0,aleat,8655,7,0.05133856297470629,9,22,2.44444
0,aleat,8655,8,0.05868191103218123,11,28,2.54545
0,aleat,8655,9,0.05635592999169603,9,26,2.88889
0,aleat,8655,10,0.05377619998762384,11,25,2.27273
0,aleat,8655,11,0.05894816800719127,10,27,2.7
0,aleat,8655,12,0.05703863000962883,10,25,2.5
0,aleat,8655,13,0.05326341598993167,8,24,3.0
0,aleat,8655,14,0.05883161100791767,13,29,2.23077
0,aleat,8655,15,0.05217730603180826,13,23,1.76923
0,aleat,8655,16,0.060328585968818516,11,28,2.54545
0,aleat,8655,17,0.056196861958596855,9,26,2.88889
0,aleat,8655,18,0.05324777297209948,11,25,2.27273
0,aleat,8655,19,0.05119276395998895,9,22,2.44444
0,aleat,8655,20,0.059910389012657106,11,27,2.45455
0,aleat,8660,1,0.03211018000729382,1,1,1.0
0,aleat,8660,2,0.036000087042339146,3,4,1.33333
0,aleat,8660,3,0.05029976199148223,7,21,3.0
0,aleat,8660,4,0.054562114004511386,9,24,2.66667
0,aleat,8660,5,0.05655770900193602,11,26,2.36364
0,aleat,8660,6,0.055679131008218974,9,26,2.88889
0,aleat,8660,7,0.057209032005630434,11,26,2.36364
0,aleat,8660,8,0.05608454497996718,10,26,2.6
0,aleat,8660,9,0.057268082979135215,8,26,3.25
0,aleat,8660,10,0.056123798014596105,12,27,2.25
0,aleat,8660,11,0.05686046200571582,9,27,3.0
0,aleat,8660,12,0.05857754999306053,11,27,2.45455
0,aleat,8660,13,0.054770232003647834,10,24,2.4
0,aleat,8660,14,0.058220328006427735,10,27,2.7
0,aleat,8660,15,0.05700293299742043,11,27,2.45455
0,aleat,8660,16,0.0603949690121226,9,28,3.11111
0,aleat,8660,17,0.059201994037721306,9,27,3.0
0,aleat,8660,18,0.05246208602329716,8,24,3.0
0,aleat,8660,19,0.05553274799603969,10,24,2.4
0,aleat,8660,20,0.054489993024617434,8,25,3.125
0,aleat,8665,1,0.03293976397253573,1,1,1.0
0,aleat,8665,2,0.038574099948164076,3,6,2.0
0,aleat,8665,3,0.04711205995408818,6,16,2.66667
0,aleat,8665,4,0.05030901700956747,7,21,3.0
0,aleat,8665,5,0.06017538800369948,11,28,2.54545
0,aleat,8665,6,0.05851945001631975,10,27,2.7
0,aleat,8665,7,0.054496222001034766,11,24,2.18182
0,aleat,8665,8,0.05546718096593395,11,26,2.36364
0,aleat,8665,9,0.05520138097926974,9,23,2.55556
0,aleat,8665,10,0.05633517901878804,10,27,2.7
0,aleat,8665,11,0.053600575018208474,9,24,2.66667
0,aleat,8665,12,0.054643570038024336,11,25,2.27273
0,aleat,8665,13,0.053730076004285365,13,25,1.92308
0,aleat,8665,14,0.0565794039866887,13,26,2.0
0,aleat,8665,15,0.058910625986754894,8,27,3.375
0,aleat,8665,16,0.05517338099889457,10,26,2.6
0,aleat,8665,17,0.056722947978414595,9,27,3.0
0,aleat,8665,18,0.05725367204286158,12,27,2.25
0,aleat,8665,19,0.05817580799339339,10,28,2.8
0,aleat,8665,20,0.05717638204805553,11,24,2.18182
0,aleat,8670,1,0.03312948200618848,1,1,1.0
0,aleat,8670,2,0.039220950042363256,4,10,2.5
0,aleat,8670,3,0.04711956699611619,7,18,2.57143
