,heur,n_filmes,n_categorias,tempo_ex,n_assistidos,tempo_tela,media
0,aleat,4960,15,0.03364318498643115,11,26,2.36364
0,aleat,4960,16,0.03441536601167172,7,25,3.57143
0,aleat,4960,17,0.034421471995301545,9,26,2.88889
0,aleat,4960,18,0.03280155296670273,9,23,2.55556
0,aleat,4960,19,0.03293909999774769,11,24,2.18182
0,aleat,4960,20,0.03475558100035414,10,26,2.6
0,aleat,4965,1,0.021603268978651613,1,2,2.0
0,aleat,4965,2,0.024477838014718145,4,9,2.25
0,aleat,4965,3,0.02737443899968639,7,17,2.42857
0,aleat,4965,4,0.03520096297143027,9,26,2.88889
0,aleat,4965,5,0.03463639598339796,11,27,2.45455
0,aleat,4965,6,0.03664365701843053,10,27,2.7
0,aleat,4965,7,0.0319444359629415,10,24,2.4
0,aleat,4965,8,0.030953884997870773,11,23,2.09091
0,aleat,4965,9,0.035654914972838014,11,25,2.27273
0,aleat,4965,10,0.03673113900003955,10,28,2.8
0,aleat,4965,11,0.03605874301865697,10,28,2.8
0,aleat,4965,12,0.035286511993035674,11,26,2.36364
0,aleat,4965,13,0.03385272098239511,10,26,2.6
0,aleat,4965,14,0.03580240596784279,11,24,2.18182
0,aleat,4965,15,0.03202186099952087,9,23,2.55556
0,aleat,4965,16,0.0338343619951047,10,25,2.5
0,aleat,4965,17,0.03396542597329244,9,25,2.77778
0,aleat,4965,18,0.03564920800272375,11,27,2.45455
0,aleat,4965,19,0.03340822900645435,9,24,2.66667
0,aleat,4965,20,0.03593633498530835,10,27,2.7
0,aleat,4970,1,0.02213056100299582,1,2,2.0
0,aleat,4970,2,0.026113989995792508,3,9,3.0
0,aleat,4970,3,0.0314403849770315,6,21,3.5
0,aleat,4970,4,0.03091889200732112,8,20,2.5
0,aleat,4970,5,0.03251995501341298,10,24,2.4
0,aleat,4970,6,0.0352763970149681,11,25,2.27273
0,aleat,4970,7,0.03417757200077176,11,26,2.36364
0,aleat,4970,8,0.033227142004761845,10,24,2.4
0,aleat,4970,9,0.032439513015560806,11,24,2.18182
0,aleat,4970,10,0.031415040022693574,11,24,2.18182
0,aleat,4970,11,0.031369575997814536,9,23,2.55556
0,aleat,4970,12,0.03303029201924801,11,25,2.27273
0,aleat,4970,13,0.031922847032547,10,24,2.4
0,aleat,4970,14,0.03571369301062077,9,27,3.0
0,aleat,4970,15,0.0319516760064289,9,23,2.55556
0,aleat,4970,16,0.03176820604130626,11,22,2.0
0,aleat,4970,17,0.03455138695426285,10,26,2.6
0,aleat,4970,18,0.035334843036253005,10,27,2.7
0,aleat,4970,19,0.034711821004748344,8,27,3.375
0,aleat,4970,20,0.03404329402837902,9,25,2.77778
0,aleat,4975,1,0.0205600350163877,1,1,1.0
0,aleat,4975,2,0.02712151495506987,3,11,3.66667
0,aleat,4975,3,0.03248901502229273,7,23,3.28571
0,aleat,4975,4,0.02698036504443735,5,13,2.6
0,aleat,4975,5,0.032521306013222784,8,23,2.875
0,aleat,4975,6,0.036823028000071645,8,28,3.5
0,aleat,4975,7,0.03519619902363047,11,27,2.45455
0,aleat,4975,8,0.03306183195672929,9,24,2.66667
0,aleat,4975,9,0.033278760965913534,10,25,2.5
0,aleat,4975,10,0.03423392598051578,11,25,2.27273
0,aleat,4975,11,0.03509952197782695,11,27,2.45455
0,aleat,4975,12,0.034878426988143474,9,26,2.88889
0,aleat,4975,13,0.032276885001920164,9,22,2.44444
0,aleat,4975,14,0.03539335902314633,9,27,3.0
0,aleat,4975,15,0.03696747199865058,9,28,3.11111
0,aleat,4975,16,0.03370469599030912,10,26,2.6
0,aleat,4975,17,0.03292738395975903,9,24,2.66667
0,aleat,4975,18,0.03635822999058291,11,28,2.54545
0,aleat,4975,19,0.03649223601678386,11,28,2.54545
0,aleat,4975,20,0.036266189999878407,12,25,2.08333
0,aleat,4980,1,0.022233053983654827,1,2,2.0
0,aleat,4980,2,0.024557133961934596,4,6,1.5
0,aleat,4980,3,0.032793127989862114,8,22,2.75
0,aleat,4980,4,0.0333378299837932,10,25,2.5
0,aleat,4980,5,0.03425744496053085,9,26,2.88889
0,aleat,4980,6,0.03354933502851054,11,25,2.27273
0,aleat,4980,7,0.03191576403332874,10,24,2.4
0,aleat,4980,8,0.03237613296369091,11,25,2.27273
0,aleat,4980,9,0.035068288969341666,11,26,2.36364
0,aleat,4980,10,0.03550746099790558,11,24,2.18182
0,aleat,4980,11,0.0351416680496186,10,25,2.5
0,aleat,4980,12,0.032829514995682985,10,24,2.4
0,aleat,4980,13,0.036812145030125976,11,26,2.36364
0,aleat,4980,14,0.03608020598767325,11,27,2.45455
0,aleat,4980,15,0.035783994011580944,10,27,2.7
0,aleat,4980,16,0.03164839500095695,10,23,2.3
0,aleat,4980,17,0.032234276994131505,10,24,2.4
0,aleat,4980,18,0.03435844200430438,12,26,2.16667
0,aleat,4980,19,0.03355166601249948,10,24,2.4
0,aleat,4980,20,0.03373859799467027,11,25,2.27273
0,aleat,4985,1,0.02173706202302128,1,2,2.0
0,aleat,4985,2,0.02727717498783022,3,11,3.66667
0,aleat,4985,3,0.028517564001958817,6,18,3.0
0,aleat,4985,4,0.03394801000831649,7,25,3.57143
0,aleat,4985,5,0.03491969400784001,9,27,3.0
0,aleat,4985,6,0.03446514200186357,12,25,2.08333
0,aleat,4985,7,0.03396738599985838,8,24,3.0
0,aleat,4985,8,0.03663188504287973,9,28,3.11111
0,aleat,4985,9,0.032811132026836276,9,24,2.66667
0,aleat,4985,10,0.03250692703295499,11,23,2.09091
0,aleat,4985,11,0.03469031798886135,10,27,2.7
0,aleat,4985,12,0.03270033997250721,9,24,2.66667
0,aleat,4985,13,0.032659430988132954,9,24,2.66667
0,aleat,4985,14,0.03532223199727014,9,27,3.0
0,aleat,4985,15,0.032797991996631026,8,23,2.875
0,aleat,4985,16,0.033513475966174155,11,25,2.27273
0,aleat,4985,17,0.03422297502402216,11,24,2.18182
0,aleat,4985,18,0.03479929902823642,9,26,2.88889
0,aleat,4985,19,0.034716017020400614,10,24,2.4
0,aleat,4985,20,0.03280208294745535,7,23,3.28571
0,aleat,4990,1,0.02062790800118819,1,1,1.0
0,aleat,4990,2,0.02371057099662721,3,6,2.0
0,aleat,4990,3,0.03148127702297643,7,21,3.0
0,aleat,4990,4,0.03043405304197222,8,21,2.625
0,aleat,4990,5,0.03170098800910637,8,22,2.75
0,aleat,4990,6,0.034658450982533395,12,27,2.25
0,aleat,4990,7,0.03927022498100996,11,27,2.45455
0,aleat,4990,8,0.03368557698559016,9,25,2.77778
0,aleat,4990,9,0.033524720987770706,10,25,2.5
0,aleat,4990,10,0.03344806603854522,10,26,2.6
0,aleat,4990,11,0.03369854699121788,9,24,2.66667
0,aleat,4990,12,0.033420941967051476,8,23,2.875
0,aleat,4990,13,0.03334196895593777,9,24,2.66667
0,aleat,4990,14,0.03152037796098739,10,22,2.2
0,aleat,4990,15,0.03588046401273459,10,25,2.5
0,aleat,4990,16,0.03286145598394796,8,25,3.125
0,aleat,4990,17,0.0342783720116131,10,26,2.6
0,aleat,4990,18,0.033478788973297924,9,25,2.77778
0,aleat,4990,19,0.033922325004823506,11,26,2.36364
0,aleat,4990,20,0.032725266995839775,8,24,3.0
0,aleat,4995,1,0.021507397992536426,1,2,2.0
0,aleat,4995,2,0.02388382499339059,2,6,3.0
0,aleat,4995,3,0.02977055497467518,6,18,3.0
0,aleat,4995,4,0.0307729669730179,6,19,3.16667
0,aleat,4995,5,0.03290080901933834,10,24,2.4
0,aleat,4995,6,0.03262639604508877,8,24,3.0
0,aleat,4995,7,0.031593078980222344,11,23,2.09091
0,aleat,4995,8,0.033214123046491295,12,25,2.08333
0,aleat,4995,9,0.03359247697517276,11,24,2.18182
0,aleat,4995,10,0.03599654801655561,9,28,3.11111
0,aleat,4995,11,0.03550390398595482,11,25,2.27273
0,aleat,4995,12,0.03334376198472455,10,25,2.5
0,aleat,4995,13,0.03102474199840799,8,22,2.75
0,aleat,4995,14,0.032862773980014026,8,25,3.125
0,aleat,4995,15,0.035732612013816833,12,27,2.25
0,aleat,4995,16,0.03393727698130533,9,26,2.88889
0,aleat,4995,17,0.03496635699411854,11,27,2.45455
0,aleat,4995,18,0.033466982014942914,11,24,2.18182
0,aleat,4995,19,0.035206201020628214,10,26,2.6
0,aleat,4995,20,0.034106370992958546,11,26,2.36364
0,aleat,5000,1,0.020692366000730544,1,1,1.0
0,aleat,5000,2,0.024592214031144977,3,7,2.33333
0,aleat,5000,3,0.025608010997530073,4,11,2.75
0,aleat,5000,4,0.034792586986441165,8,26,3.25
0,aleat,5000,5,0.03418062400305644,8,25,3.125
0,aleat,5000,6,0.031888475990854204,9,22,2.44444
0,aleat,5000,7,0.034807127027306706,9,26,2.88889
0,aleat,5000,8,0.03286429401487112,8,23,2.875
0,aleat,5000,9,0.03496812598314136,14,25,1.78571
0,aleat,5000,10,0.03549562400439754,10,27,2.7
0,aleat,5000,11,0.03368676797254011,7,24,3.42857
0,aleat,5000,12,0.03600633901078254,12,27,2.25
0,aleat,5000,13,0.03514722897671163,10,26,2.6
0,aleat,5000,14,0.03120251599466428,9,22,2.44444
0,aleat,5000,15,0.035213574999943376,11,24,2.18182
0,aleat,5000,16,0.03440712200244889,10,27,2.7
0,aleat,5000,17,0.0317873929743655,11,23,2.09091
0,aleat,5000,18,0.035043926967773587,10,27,2.7
0,aleat,5000,19,0.03515267401235178,9,26,2.88889
0,aleat,5000,20,0.03594958898611367,11,27,2.45455
0,aleat,5005,1,0.020460546016693115,1,1,1.0
0,aleat,5005,2,0.02511368499835953,3,8,2.66667
0,aleat,5005,3,0.025854362989775836,5,11,2.2
0,aleat,5005,4,0.036122242046985775,9,28,3.11111
0,aleat,5005,5,0.03539435495622456,10,27,2.7
0,aleat,5005,6,0.03526777698425576,12,26,2.16667
0,aleat,5005,7,0.03363304602680728,7,24,3.42857
0,aleat,5005,8,0.03442107397131622,9,24,2.66667
0,aleat,5005,9,0.03156650305027142,10,23,2.3
0,aleat,5005,10,0.03486236999742687,10,26,2.6
0,aleat,5005,11,0.033719578001182526,11,25,2.27273
0,aleat,5005,12,0.032713121036067605,8,24,3.0
0,aleat,5005,13,0.03267204499570653,9,24,2.66667
0,aleat,5005,14,0.0349228450213559,10,25,2.5
0,aleat,5005,15,0.03367368399631232,12,25,2.08333
0,aleat,5005,16,0.03365696204127744,11,23,2.09091
0,aleat,5005,17,0.03619988198624924,8,23,2.875
0,aleat,5005,18,0.033210105961188674,8,23,2.875
0,aleat,5005,19,0.033426408015657216,9,25,2.77778
0,aleat,5005,20,0.03518301103031263,9,26,2.88889
0,aleat,5010,1,0.020744935027323663,1,1,1.0
0,aleat,5010,2,0.02392973902169615,3,7,2.33333
0,aleat,5010,3,0.0269121439778246,6,14,2.33333
0,aleat,5010,4,0.03376295499037951,9,27,3.0
0,aleat,5010,5,0.03440058697015047,11,26,2.36364
0,aleat,5010,6,0.03433686099015176,11,25,2.27273
0,aleat,5010,7,0.03378182096639648,10,24,2.4
0,aleat,5010,8,0.0334593600127846,9,25,2.77778
0,aleat,5010,9,0.0350228360039182,9,27,3.0
0,aleat,5010,10,0.03146342799300328,11,24,2.18182
0,aleat,5010,11,0.03190077602630481,9,24,2.66667
0,aleat,5010,12,0.0334804059821181,11,24,2.18182
0,aleat,5010,13,0.03175522305537015,9,23,2.55556
0,aleat,5010,14,0.034628711990080774,11,26,2.36364
0,aleat,5010,15,0.03635015699546784,11,27,2.45455
0,aleat,5010,16,0.03434937202837318,9,25,2.77778
0,aleat,5010,17,0.03291346499463543,12,24,2.0
0,aleat,5010,18,0.036472838022746146,9,24,2.66667
0,aleat,5010,19,0.035088995995465666,7,26,3.71429
0,aleat,5010,20,0.03544278000481427,10,26,2.6
0,aleat,5015,1,0.020834243041463196,1,1,1.0
0,aleat,5015,2,0.024570325971581042,3,6,2.0
0,aleat,5015,3,0.028765277995262295,7,20,2.85714
0,aleat,5015,4,0.0340284209814854,8,25,3.125
0,aleat,5015,5,0.03211790695786476,8,23,2.875
0,aleat,5015,6,0.0371310290065594,11,28,2.54545
0,aleat,5015,7,0.03342679201159626,10,25,2.5
0,aleat,5015,8,0.034067312022671103,11,25,2.27273
0,aleat,5015,9,0.03174713999032974,9,22,2.44444
0,aleat,5015,10,0.03138135594781488,9,23,2.55556
0,aleat,5015,11,0.032507285999599844,10,24,2.4
0,aleat,5015,12,0.0376406799769029,11,29,2.63636
0,aleat,5015,13,0.034472665982320905,10,25,2.5
0,aleat,5015,14,0.03496503795031458,11,26,2.36364
0,aleat,5015,15,0.03262447298038751,10,23,2.3
0,aleat,5015,16,0.031882470997516066,8,23,2.875
0,aleat,5015,17,0.03459747199667618,11,27,2.45455
0,aleat,5015,18,0.0364992439863272,11,28,2.54545
0,aleat,5015,19,0.03317181899910793,9,23,2.55556
0,aleat,5015,20,0.03399731102399528,9,25,2.77778
0,aleat,5020,1,0.021031109965406358,1,1,1.0
0,aleat,5020,2,0.024561542028095573,4,9,2.25
0,aleat,5020,3,0.026989915990270674,5,14,2.8
0,aleat,5020,4,0.03388759103836492,10,25,2.5
0,aleat,5020,5,0.037045535049401224,10,26,2.6
0,aleat,5020,6,0.03340776200639084,11,26,2.36364
0,aleat,5020,7,0.03374320897273719,11,24,2.18182
0,aleat,5020,8,0.03449485503369942,10,25,2.5
0,aleat,5020,9,0.03480705601396039,12,24,2.0
0,aleat,5020,10,0.03327112295664847,9,24,2.66667
0,aleat,5020,11,0.03245365002658218,11,24,2.18182
0,aleat,5020,12,0.03318826400209218,7,24,3.42857
0,aleat,5020,13,0.03337121999356896,10,25,2.5
0,aleat,5020,14,0.03271572099765763,8,24,3.0
0,aleat,5020,15,0.03313554998021573,9,24,2.66667
0,aleat,5020,16,0.03487327502807602,8,24,3.0
0,aleat,5020,17,0.034277194004971534,12,26,2.16667
0,aleat,5020,18,0.03350244800094515,10,24,2.4
0,aleat,5020,19,0.035016003996133804,11,26,2.36364
0,aleat,5020,20,0.03574712696718052,9,27,3.0
0,aleat,5025,1,0.020973470993340015,1,1,1.0
0,aleat,5025,2,0.027066650975029916,4,14,3.5
0,aleat,5025,3,0.03175165900029242,8,20,2.5
0,aleat,5025,4,0.03155403496930376,8,22,2.75
0,aleat,5025,5,0.03404355398379266,9,24,2.66667
0,aleat,5025,6,0.034629499015863985,7,26,3.71429
0,aleat,5025,7,0.03428184596123174,10,26,2.6
0,aleat,5025,8,0.035745587025303394,8,27,3.375
0,aleat,5025,9,0.03267487604171038,9,24,2.66667
0,aleat,5025,10,0.034626895969267935,9,25,2.77778
0,aleat,5025,11,0.03486291802255437,8,26,3.25
0,aleat,5025,12,0.033563615987077355,8,24,3.0
0,aleat,5025,13,0.03340180002851412,9,24,2.66667
0,aleat,5025,14,0.033679793996270746,11,25,2.27273
0,aleat,5025,15,0.0327958989655599,11,23,2.09091
0,aleat,5025,16,0.03395593701861799,12,24,2.0
0,aleat,5025,17,0.034791055019013584,8,26,3.25
0,aleat,5025,18,0.03420981700764969,8,23,2.875
0,aleat,5025,19,0.034708178020082414,10,27,2.7
0,aleat,5025,20,0.033095395017880946,9,24,2.66667
0,aleat,5030,1,0.020936849003192037,1,1,1.0
0,aleat,5030,2,0.02622354798950255,4,11,2.75
0,aleat,5030,3,0.029361229040659964,7,18,2.57143
0,aleat,5030,4,0.03158125502523035,9,21,2.33333
0,aleat,5030,5,0.035423483001068234,8,26,3.25
0,aleat,5030,6,0.035100887005683035,10,26,2.6
0,aleat,5030,7,0.034315192024223506,10,25,2.5
0,aleat,5030,8,0.03581757302163169,12,25,2.08333
0,aleat,5030,9,0.033641297952272,9,25,2.77778
0,aleat,5030,10,0.032257745042443275,9,23,2.55556
0,aleat,5030,11,0.03364654100732878,10,25,2.5
0,aleat,5030,12,0.032614399038720876,10,24,2.4
0,aleat,5030,13,0.03292440698714927,10,22,2.2
0,aleat,5030,14,0.03240748104872182,8,24,3.0
0,aleat,5030,15,0.03685066901380196,10,28,2.8
0,aleat,5030,16,0.036431049986276776,11,26,2.36364
0,aleat,5030,17,0.034845909976866096,10,26,2.6
0,aleat,5030,18,0.030746859963983297,10,21,2.1
0,aleat,5030,19,0.03463399800239131,9,25,2.77778
0,aleat,5030,20,0.03314625599887222,7,23,3.28571
0,aleat,5035,1,0.02108399703865871,1,1,1.0
0,aleat,5035,2,0.024608572013676167,3,7,2.33333
0,aleat,5035,3,0.02557265304494649,4,10,2.5
0,aleat,5035,4,0.03451997600495815,9,25,2.77778
0,aleat,5035,5,0.03296534001128748,9,23,2.55556
0,aleat,5035,6,0.03258141904370859,10,23,2.3
0,aleat,5035,7,0.033627373981289566,11,25,2.27273
0,aleat,5035,8,0.03415025700815022,6,25,4.16667
0,aleat,5035,9,0.031157733988948166,9,22,2.44444
0,aleat,5035,10,0.03379699803190306,11,26,2.36364
0,aleat,5035,11,0.03616019798209891,11,28,2.54545
0,aleat,5035,12,0.03239807300269604,8,24,3.0
0,aleat,5035,13,0.03249994700308889,9,24,2.66667
0,aleat,5035,14,0.035064524970948696,12,26,2.16667
0,aleat,5035,15,0.03626281098695472,10,27,2.7
0,aleat,5035,16,0.03172557399375364,10,22,2.2
0,aleat,5035,17,0.0355156630394049,11,27,2.45455
0,aleat,5035,18,0.0369539349921979,11,26,2.36364
0,aleat,5035,19,0.03684330399846658,8,28,3.5
0,aleat,5035,20,0.033332932041957974,9,24,2.66667
0,aleat,5040,1,0.020688633958343416,1,1,1.0
0,aleat,5040,2,0.02449153200723231,2,6,3.0
0,aleat,5040,3,0.033979972009547055,8,25,3.125
0,aleat,5040,4,0.03323131997603923,8,24,3.0
0,aleat,5040,5,0.033297276007942855,10,25,2.5
0,aleat,5040,6,0.03216227801749483,7,23,3.28571
0,aleat,5040,7,0.03409644099883735,13,26,2.0
0,aleat,5040,8,0.033693718956783414,11,25,2.27273
0,aleat,5040,9,0.034349645022302866,10,24,2.4
0,aleat,5040,10,0.03551056800642982,11,24,2.18182
0,aleat,5040,11,0.03426546498667449,9,25,2.77778
0,aleat,5040,12,0.03522586700273678,12,27,2.25
0,aleat,5040,13,0.03348960500443354,7,24,3.42857
0,aleat,5040,14,0.033430306997615844,10,25,2.5
0,aleat,5040,15,0.03180932201212272,10,23,2.3
0,aleat,5040,16,0.03208449704106897,13,23,1.76923
0,aleat,5040,17,0.03365235700039193,11,24,2.18182
0,aleat,5040,18,0.03703141998266801,10,27,2.7
0,aleat,5040,19,0.034395534021314234,9,26,2.88889
0,aleat,5040,20,0.035561600991059095,8,26,3.25
0,aleat,5045,1,0.02093360701110214,1,1,1.0
0,aleat,5045,2,0.02506703103426844,2,3,1.5
0,aleat,5045,3,0.028375293011777103,4,12,3.0
0,aleat,5045,4,0.03286350303096697,11,25,2.27273
0,aleat,5045,5,0.034625763015355915,11,26,2.36364
0,aleat,5045,6,0.0390437199966982,9,30,3.33333
0,aleat,5045,7,0.03446876397356391,11,27,2.45455
0,aleat,5045,8,0.030772544036153704,14,24,1.71429
0,aleat,5045,9,0.03356469300342724,11,25,2.27273
0,aleat,5045,10,0.031722512969281524,8,22,2.75
0,aleat,5045,11,0.03675533703062683,9,26,2.88889
0,aleat,5045,12,0.03507747099502012,11,25,2.27273
0,aleat,5045,13,0.03464754100423306,9,26,2.88889
0,aleat,5045,14,0.030913986964151263,8,20,2.5
0,aleat,5045,15,0.03266737196827307,10,24,2.4
0,aleat,5045,16,0.03436253999825567,10,26,2.6
0,aleat,5045,17,0.035691058030351996,11,27,2.45455
0,aleat,5045,18,0.031960847962182015,8,22,2.75
0,aleat,5045,19,0.036670528003014624,11,27,2.45455
0,aleat,5045,20,0.03392945701489225,9,26,2.88889
0,aleat,5050,1,0.021938869962468743,1,2,2.0
0,aleat,5050,2,0.02384109201375395,2,5,2.5
0,aleat,5050,3,0.03338719898601994,7,24,3.42857
0,aleat,5050,4,0.035180989012587816,9,26,2.88889
0,aleat,5050,5,0.032171780010685325,12,24,2.0
0,aleat,5050,6,0.032423197000753134,8,23,2.875
0,aleat,5050,7,0.03209510399028659,10,21,2.1
0,aleat,5050,8,0.03430199099238962,8,25,3.125
0,aleat,5050,9,0.0347008709795773,9,25,2.77778
0,aleat,5050,10,0.035565575992222875,11,27,2.45455
0,aleat,5050,11,0.03563912399113178,10,27,2.7
0,aleat,5050,12,0.033370129007380456,9,24,2.66667
0,aleat,5050,13,0.03383257397217676,9,25,2.77778
0,aleat,5050,14,0.03327636496396735,10,25,2.5
0,aleat,5050,15,0.03305419097887352,9,24,2.66667
0,aleat,5050,16,0.033594368025660515,10,24,2.4
0,aleat,5050,17,0.035411179007496685,10,26,2.6
0,aleat,5050,18,0.033401655964553356,14,26,1.85714
0,aleat,5050,19,0.03407533199060708,9,25,2.77778
0,aleat,5050,20,0.03380604297854006,9,23,2.55556
0,aleat,5055,1,0.022099867986980826,1,1,1.0
0,aleat,5055,2,0.02535761595936492,3,9,3.0
0,aleat,5055,3,0.02412546001141891,4,7,1.75
0,aleat,5055,4,0.0338817440206185,8,23,2.875
0,aleat,5055,5,0.03191965800942853,6,22,3.66667
0,aleat,5055,6,0.03473574802046642,14,25,1.78571
0,aleat,5055,7,0.035089210025034845,11,26,2.36364
0,aleat,5055,8,0.03486387798329815,11,26,2.36364
0,aleat,5055,9,0.0349994309945032,10,27,2.7
0,aleat,5055,10,0.033025253971572965,10,23,2.3
0,aleat,5055,11,0.03274189698277041,13,23,1.76923
0,aleat,5055,12,0.03460789402015507,11,26,2.36364
0,aleat,5055,13,0.034389659005682915,13,26,2.0
0,aleat,5055,14,0.03530449396930635,9,26,2.88889
0,aleat,5055,15,0.036381593032274395,11,27,2.45455
0,aleat,5055,16,0.034959169977810234,9,26,2.88889
0,aleat,5055,17,0.03897453501122072,9,26,2.88889
0,aleat,5055,18,0.03684909094590694,10,26,2.6
0,aleat,5055,19,0.03184015501756221,8,22,2.75
0,aleat,5055,20,0.03542334196390584,10,27,2.7
0,aleat,5060,1,0.021149297012016177,1,1,1.0
0,aleat,5060,2,0.027568117016926408,4,12,3.0
0,aleat,5060,3,0.029029630008153617,6,17,2.83333
0,aleat,5060,4,0.03181892301654443,9,23,2.55556
0,aleat,5060,5,0.0327725219540298,6,22,3.66667
0,aleat,5060,6,0.035261281998828053,10,26,2.6
0,aleat,5060,7,0.034773244988173246,9,26,2.88889
0,aleat,5060,8,0.03572702198289335,9,26,2.88889
0,aleat,5060,9,0.0323640099959448,9,23,2.55556
0,aleat,5060,10,0.03449328400893137,9,23,2.55556
0,aleat,5060,11,0.032864114036783576,9,24,2.66667
0,aleat,5060,12,0.035143398970831186,10,26,2.6
0,aleat,5060,13,0.032702005992177874,8,23,2.875
0,aleat,5060,14,0.03836493502603844,8,24,3.0
0,aleat,5060,15,0.034177116001956165,10,25,2.5
0,aleat,5060,16,0.03223161998903379,10,23,2.3
0,aleat,5060,17,0.03199543902883306,9,21,2.33333
0,aleat,5060,18,0.03456652199383825,9,25,2.77778
0,aleat,5060,19,0.036295750993303955,11,28,2.54545
0,aleat,5060,20,0.03275130002293736,7,22,3.14286
0,aleat,5065,1,0.021161450014915317,1,1,1.0
0,aleat,5065,2,0.025703240011353046,3,7,2.33333
0,aleat,5065,3,0.034086275030858815,7,24,3.42857
0,aleat,5065,4,0.030881424027029425,10,21,2.1
0,aleat,5065,5,0.033850503037683666,11,24,2.18182
0,aleat,5065,6,0.035895807028282434,10,27,2.7
0,aleat,5065,7,0.0327192330150865,10,25,2.5
0,aleat,5065,8,0.03368398395832628,9,24,2.66667
0,aleat,5065,9,0.03316641499986872,9,24,2.66667
0,aleat,5065,10,0.03497148200403899,9,26,2.88889
0,aleat,5065,11,0.036956073017790914,10,29,2.9
0,aleat,5065,12,0.03518926602555439,13,25,1.92308
0,aleat,5065,13,0.038053543015848845,11,27,2.45455
0,aleat,5065,14,0.03463085100520402,9,25,2.77778
0,aleat,5065,15,0.03454314701957628,11,26,2.36364
0,aleat,5065,16,0.03219847404398024,7,22,3.14286
0,aleat,5065,17,0.03580115898512304,10,27,2.7
0,aleat,5065,18,0.033081991015933454,9,23,2.55556
0,aleat,5065,19,0.03744290501344949,8,28,3.5
0,aleat,5065,20,0.03150903299683705,8,23,2.875
0,aleat,5070,1,0.022451524971984327,1,2,2.0
0,aleat,5070,2,0.02496985503239557,2,7,3.5
0,aleat,5070,3,0.02761387702776119,5,14,2.8
0,aleat,5070,4,0.035958161985035986,10,26,2.6
0,aleat,5070,5,0.034766477008815855,9,25,2.77778
0,aleat,5070,6,0.03426531300647184,13,25,1.92308
0,aleat,5070,7,0.034629164962098,9,27,3.0
0,aleat,5070,8,0.033287552010733634,9,23,2.55556
0,aleat,5070,9,0.034471564984414726,8,24,3.0
0,aleat,5070,10,0.033095906022936106,10,25,2.5
0,aleat,5070,11,0.03405226703034714,11,25,2.27273
0,aleat,5070,12,0.035388640011660755,9,27,3.0
0,aleat,5070,13,0.03526902000885457,11,26,2.36364
0,aleat,5070,14,0.03387466899584979,11,25,2.27273
0,aleat,5070,15,0.03330612101126462,7,22,3.14286
0,aleat,5070,16,0.033564819023013115,10,24,2.4
0,aleat,5070,17,0.03715522104175761,8,28,3.5
0,aleat,5070,18,0.033158717036712915,9,22,2.44444
0,aleat,5070,19,0.034280186984688044,10,25,2.5
0,aleat,5070,20,0.03647822997299954,11,28,2.54545
0,aleat,5075,1,0.021343381027691066,1,1,1.0
0,aleat,5075,2,0.024827400979120284,4,6,1.5
0,aleat,5075,3,0.02948664000723511,6,18,3.0
0,aleat,5075,4,0.032447185018099844,8,22,2.75
0,aleat,5075,5,0.033426609996240586,8,25,3.125
0,aleat,5075,6,0.03172037500189617,7,22,3.14286
0,aleat,5075,7,0.03331734304083511,10,24,2.4
0,aleat,5075,8,0.034668477019295096,11,25,2.27273
0,aleat,5075,9,0.03514136897865683,10,26,2.6
0,aleat,5075,10,0.03650072304299101,10,21,2.1
0,aleat,5075,11,0.03530344198225066,9,25,2.77778
0,aleat,5075,12,0.03444495802978054,8,25,3.125
0,aleat,5075,13,0.032887617009691894,7,23,3.28571
0,aleat,5075,14,0.03569991496624425,11,27,2.45455
0,aleat,5075,15,0.034529160999227315,9,25,2.77778
0,aleat,5075,16,0.03166510001756251,8,23,2.875
0,aleat,5075,17,0.03634053299902007,10,29,2.9
0,aleat,5075,18,0.033498292963486165,10,24,2.4
0,aleat,5075,19,0.03472336201230064,10,27,2.7
0,aleat,5075,20,0.03593340300722048,12,24,2.0
0,aleat,5080,1,0.021331741998437792,1,1,1.0
0,aleat,5080,2,0.024544877000153065,3,6,2.0
0,aleat,5080,3,0.03315270401071757,9,23,2.55556
0,aleat,5080,4,0.035275025002192706,9,26,2.88889
0,aleat,5080,5,0.032806831994093955,7,22,3.14286
0,aleat,5080,6,0.03283033799380064,12,24,2.0
0,aleat,5080,7,0.032186660973820835,11,24,2.18182
0,aleat,5080,8,0.03591767098987475,10,26,2.6
0,aleat,5080,9,0.034048016008455306,9,25,2.77778
0,aleat,5080,10,0.03342153801349923,7,24,3.42857
0,aleat,5080,11,0.03157773305429146,9,21,2.33333
0,aleat,5080,12,0.034272435994353145,8,26,3.25
0,aleat,5080,13,0.032326831948012114,9,23,2.55556
0,aleat,5080,14,0.034202734008431435,8,23,2.875
0,aleat,5080,15,0.03456493199337274,9,25,2.77778
0,aleat,5080,16,0.0351033570477739,9,24,2.66667
0,aleat,5080,17,0.034398448013234884,12,26,2.16667
0,aleat,5080,18,0.032092170033138245,9,23,2.55556
0,aleat,5080,19,0.032966689963359386,9,24,2.66667
0,aleat,5080,20,0.03624061698792502,10,27,2.7
0,aleat,5085,1,0.022394688974600285,1,2,2.0
0,aleat,5085,2,0.03485305595677346,4,13,3.25
0,aleat,5085,3,0.029171331028919667,6,16,2.66667
